uid,hn,street,boro,state
93022,33-17,172ND ST,QUEENS,NY
93023,33-18,172ND ST,QUEENS,NY
93024,33-19,172ND ST,QUEENS,NY
93025,33-21,172ND ST,QUEENS,NY
93026,33-22,172ND ST,QUEENS,NY
93027,33-23,172ND ST,QUEENS,NY
93028,33-26,172ND ST,QUEENS,NY
93029,33-28,172ND ST,QUEENS,NY
93030,33-33,172ND ST,QUEENS,NY
93031,33-34,172ND ST,QUEENS,NY
93032,33-35,172ND ST,QUEENS,NY
93033,33-36,172ND ST,QUEENS,NY
93034,33-37,172ND ST,QUEENS,NY
93035,33-45,172ND ST,QUEENS,NY
93036,33-49,172ND ST,QUEENS,NY
93037,33-53,172ND ST,QUEENS,NY
93038,33-57,172ND ST,QUEENS,NY
93039,33-61,172ND ST,QUEENS,NY
93040,33-65,172ND ST,QUEENS,NY
93041,33-69,172ND ST,QUEENS,NY
93042,33-73,172ND ST,QUEENS,NY
93043,35-11,172ND ST,QUEENS,NY
93044,35-14,172ND ST,QUEENS,NY
93045,35-16,172ND ST,QUEENS,NY
93046,35-17,172ND ST,QUEENS,NY
93047,35-18,172ND ST,QUEENS,NY
93048,35-21,172ND ST,QUEENS,NY
93049,35-24,172ND ST,QUEENS,NY
93050,35-25,172ND ST,QUEENS,NY
93051,35-28,172ND ST,QUEENS,NY
93052,35-29,172ND ST,QUEENS,NY
93053,35-32,172ND ST,QUEENS,NY
93054,35-33,172ND ST,QUEENS,NY
93055,35-36,172ND ST,QUEENS,NY
93056,35-37,172ND ST,QUEENS,NY
93057,35-40,172ND ST,QUEENS,NY
93058,35-44,172ND ST,QUEENS,NY
93059,32-51,UTOPIA PKWY,QUEENS,NY
93060,33-05,UTOPIA PKWY,QUEENS,NY
93061,33-11,UTOPIA PKWY,QUEENS,NY
93062,33-12,UTOPIA PKWY,QUEENS,NY
93063,33-16,UTOPIA PKWY,QUEENS,NY
93064,33-17,UTOPIA PKWY,QUEENS,NY
93065,33-23,UTOPIA PKWY,QUEENS,NY
93066,33-24,UTOPIA PKWY,QUEENS,NY
93067,33-27,UTOPIA PKWY,QUEENS,NY
93068,33-30,UTOPIA PKWY,QUEENS,NY
93069,33-31,UTOPIA PKWY ,Queens,NY
93070,33-31,UTOPIA PKWY,QUEENS,NY
93071,33-35,UTOPIA PKWY,QUEENS,NY
93072,33-35,UTOPIA PKWY ,Queens,NY
93073,33-36,UTOPIA PKWY,QUEENS,NY
93074,33-38,UTOPIA PKWY ,Queens,NY
93075,33-38,UTOPIA PKWY,QUEENS,NY
93076,33-40,UTOPIA PKWY,QUEENS,NY
93077,33-48,UTOPIA PKWY,QUEENS,NY
93078,33-52,UTOPIA PKWY,QUEENS,NY
93079,33-56,UTOPIA PKWY,QUEENS,NY
93080,33-62,UTOPIA PKWY,QUEENS,NY
93081,33-66,UTOPIA PKWY,QUEENS,NY
93082,33-70,UTOPIA PKWY,QUEENS,NY
93083,33-74,UTOPIA PKWY,QUEENS,NY
93084,35-11,UTOPIA PKWY,QUEENS,NY
93085,35-12,UTOPIA PKWY,QUEENS,NY
93086,35-15,UTOPIA PKWY,QUEENS,NY
93087,35-16,UTOPIA PKWY,QUEENS,NY
93088,35-19,UTOPIA PKWY,QUEENS,NY
93089,35-20,UTOPIA PKWY,QUEENS,NY
93090,35-23,UTOPIA PKWY,QUEENS,NY
93091,35-24,UTOPIA PKWY,QUEENS,NY
93092,35-27,UTOPIA PKWY,QUEENS,NY
93093,35-30,UTOPIA PKWY,QUEENS,NY
93094,35-31,UTOPIA PKWY,QUEENS,NY
93095,35-32,UTOPIA PKWY,QUEENS,NY
93096,35-38,UTOPIA PKWY,QUEENS,NY
93097,35-38,UTOPIA PKWY ,Queens,NY
93098,35-11,190TH ST,QUEENS,NY
93099,35-12,UTOPIA PKWY,QUEENS,NY
93100,35-12,190TH ST,QUEENS,NY
93101,35-15/19,190TH ST,QUEENS,NY
93102,35-16,190TH ST,QUEENS,NY
93103,35-20,190TH ST,QUEENS,NY
93104,35-21/25,190TH ST,QUEENS,NY
93105,35-26,190TH ST,QUEENS,NY
93106,35-30,190TH ST,QUEENS,NY
93107,33-08,191ST ST,QUEENS,NY
93108,33-16,191ST ST,QUEENS,NY
93109,33-19,191ST ST,QUEENS,NY
93110,33-23,191ST ST,QUEENS,NY
93111,33-26,191ST ST,QUEENS,NY
93112,33-27,191ST ST,QUEENS,NY
93113,33-28,191ST ST,QUEENS,NY
93114,33-31/33,191ST ST,QUEENS,NY
93115,33-32,191ST ST,QUEENS,NY
93116,33-35,191ST ST,QUEENS,NY
93117,33-38,191ST ST,QUEENS,NY
93118,33-41,191ST ST,QUEENS,NY
93119,33-44,191ST ST,QUEENS,NY
93120,33-46,191ST ST,QUEENS,NY
93121,33-47,191ST ST,QUEENS,NY
93122,33-50,191ST ST,QUEENS,NY
93123,33-53,191ST ST,QUEENS,NY
93124,33-59,191ST ST,QUEENS,NY
93125,33-60,191ST ST,QUEENS,NY
93126,33-63,191ST ST,QUEENS,NY
93127,33-64,191ST ST,QUEENS,NY
93128,33-68,191ST ST,QUEENS,NY
93129,33-69,191ST ST,QUEENS,NY
93130,33-71,191ST ST,QUEENS,NY
93131,33-74,191ST ST,QUEENS,NY
93132,35-01/09,191ST ST,QUEENS,NY
93133,35-11,191ST ST,QUEENS,NY
93134,35-15,191ST ST,QUEENS,NY
93135,159-12,29TH AVE,QUEENS,NY
93136,159-12,29TH AVE,QUEENS,NY
93137,160-08,29TH AVE,QUEENS,NY
93138,160-08,29TH AVE,QUEENS,NY
93139,160-10,29TH AVE,QUEENS,NY
93140,160-10,29TH AVE,QUEENS,NY
93141,161-08,29TH AVE,QUEENS,NY
93142,161-08,29TH AVE,QUEENS,NY
93143,161-10,29TH AVE,QUEENS,NY
93144,161-10,29TH AVE,QUEENS,NY
93145,154-14,32ND AVE,QUEENS,NY
93146,154-17,32ND AVE,QUEENS,NY
93147,154-20,32ND AVE,QUEENS,NY
93148,155-12,32ND AVE,QUEENS,NY
93149,155-16,32ND AVE,QUEENS,NY
93150,155-20,32ND AVE,QUEENS,NY
93151,156-04,32ND AVE,QUEENS,NY
93152,156-10,32ND AVE,QUEENS,NY
93153,157-04,32ND AVE,QUEENS,NY
93154,157-10,32ND AVE,QUEENS,NY
93155,158-10,32ND AVE,QUEENS,NY
93156,158-18,32ND AVE,QUEENS,NY
93157,159-09,32ND AVE,QUEENS,NY
93158,159-10,32ND AVE,QUEENS,NY
93159,159-15,32ND AVE,QUEENS,NY
93160,160-03,32ND AVE,QUEENS,NY
93161,160-07,32ND AVE,QUEENS,NY
93162,160-09,32ND AVE,QUEENS,NY
93163,161-01,32ND AVE,QUEENS,NY
93164,161-07,32ND AVE,QUEENS,NY
93165,161-10,32ND AVE,QUEENS,NY
93166,161-11,32ND AVE,QUEENS,NY
93167,162-05,32ND AVE,QUEENS,NY
93168,162-10,32ND AVE,QUEENS,NY
93169,162-11,32ND AVE,QUEENS,NY
93170,164-01,32ND AVE,QUEENS,NY
93171,164-08/,10 32ND AVE,QUEENS,NY
93172,164-16,32ND AVE,QUEENS,NY
93173,166-06,32ND AVE,QUEENS,NY
93174,166-10,32ND AVE,QUEENS,NY
93175,168-06,32ND AVE,QUEENS,NY
93176,168-10,32ND AVE,QUEENS,NY
93177,168-14,32ND AVE,QUEENS,NY
93178,170-04,32ND AVE,QUEENS,NY
93179,170-12,32ND AVE,QUEENS,NY
93180,171-11,32ND AVE,QUEENS,NY
93181,171-19,32ND AVE,QUEENS,NY
93182,172-01,32ND AVE,QUEENS,NY
93183,172-04,32ND AVE,QUEENS,NY
93184,172-09,32ND AVE,QUEENS,NY
93185,172-10,32ND AVE,QUEENS,NY
93186,154-09,33RD AVE,QUEENS,NY
93187,155-03,33RD AVE,QUEENS,NY
93188,155-04,33RD AVE,QUEENS,NY
93189,155-08,33RD AVE,QUEENS,NY
93190,155-09,33RD AVE,QUEENS,NY
93191,155-12,33RD AVE,QUEENS,NY
93192,155-15,33RD AVE,QUEENS,NY
93193,156-01,33RD AVE,QUEENS,NY
93194,156-04,33RD AVE,QUEENS,NY
93195,156-05,33RD AVE,QUEENS,NY
93196,156-09,33RD AVE,QUEENS,NY
93197,156-16,33RD AVE,QUEENS,NY
93198,156-17,33RD AVE,QUEENS,NY
93199,157-05,33RD AVE,QUEENS,NY
93200,157-11,33RD AVE,QUEENS,NY
93201,157-17,33RD AVE,QUEENS,NY
93202,158-07,33RD AVE,QUEENS,NY
93203,158-11,33RD AVE,QUEENS,NY
93204,158-20,33RD AVE,QUEENS,NY
93205,159-05,33RD AVE,QUEENS,NY
93206,159-18,33RD AVE,QUEENS,NY
93207,160-03,33RD AVE,QUEENS,NY
93208,160-06,33RD AVE,QUEENS,NY
93209,160-11,33RD AVE,QUEENS,NY
93210,160-16,33RD AVE,QUEENS,NY
93211,160-17,33RD AVE,QUEENS,NY
93212,161-03,33RD AVE,QUEENS,NY
93213,161-15,33RD AVE,QUEENS,NY
93214,161-16,33RD AVE,QUEENS,NY
93215,162-03,33RD AVE,QUEENS,NY
93216,162-06,33RD AVE,QUEENS,NY
93217,163-03,33RD AVE,QUEENS,NY
93218,163-04,33RD AVE,QUEENS,NY
93219,163-15,33RD AVE,QUEENS,NY
93220,164-02,04 33RD AVE,QUEENS,NY
93221,164-03,33RD AVE,QUEENS,NY
93222,164-11,33RD AVE,QUEENS,NY
93223,164-17,33RD AVE,QUEENS,NY
93224,165-08,33RD AVE,QUEENS,NY
93225,165-09,33RD AVE,QUEENS,NY
93226,165-10,33RD AVE,QUEENS,NY
93227,165-16,33RD AVE,QUEENS,NY
93228,165-17,33RD AVE,QUEENS,NY
93229,166-06,33RD AVE,QUEENS,NY
93230,166-07,33RD AVE,QUEENS,NY
93231,166-12,33RD AVE,QUEENS,NY
93232,166-13/,15 33RD AVE,QUEENS,NY
93233,166-13/15,33RD AVE ,Queens,NY
93234,166-17,33RD AVE,QUEENS,NY
93235,167-01,33RD AVE,QUEENS,NY
93236,167-11,33RD AVE,QUEENS,NY
93237,167-12,33RD AVE,QUEENS,NY
93238,167-14,33RD AVE,QUEENS,NY
93239,168-02,33RD AVE,QUEENS,NY
93240,168-09,33RD AVE,QUEENS,NY
93241,168-10,33RD AVE,QUEENS,NY
93242,168-12,33RD AVE,QUEENS,NY
93243,168-15,33RD AVE,QUEENS,NY
93244,169-04,33RD AVE,QUEENS,NY
93245,169-09,33RD AVE,QUEENS,NY
93246,169-10,33RD AVE,QUEENS,NY
93247,169-11,33RD AVE,QUEENS,NY
93248,169-12,33RD AVE,QUEENS,NY
93249,169-18,33RD AVE,QUEENS,NY
93250,170-01/,19 33RD AVE,QUEENS,NY
93251,170-04,33RD AVE,QUEENS,NY
93252,171-07,33RD AVE,QUEENS,NY
93253,171-10,33RD AVE,QUEENS,NY
93254,171-11,33RD AVE,QUEENS,NY
93255,171-12,33RD AVE,QUEENS,NY
93256,171-17,33RD AVE,QUEENS,NY
93257,172-02,33RD AVE,QUEENS,NY
93258,172-06,33RD AVE,QUEENS,NY
93259,172-10,33RD AVE,QUEENS,NY
93260,172-12,33RD AVE,QUEENS,NY
93261,189-06,33RD AVE,QUEENS,NY
93262,189-07,33RD AVE,QUEENS,NY
93263,189-10,33RD AVE,QUEENS,NY
93264,189-16,33RD AVE,QUEENS,NY
93265,190-16,33RD AVE,QUEENS,NY
93266,154-02,35TH AVE,QUEENS,NY
93267,154-08,35TH AVE,QUEENS,NY
93268,154-14,35TH AVE,QUEENS,NY
93269,154-18,35TH AVE,QUEENS,NY
93270,155-10,35TH AVE,QUEENS,NY
93271,155-11,35TH AVE,QUEENS,NY
93272,155-14,35TH AVE,QUEENS,NY
93273,155-15,35TH AVE,QUEENS,NY
93274,156-03,35TH AVE,QUEENS,NY
93275,156-15,35TH AVE,QUEENS,NY
93276,157-03,35TH AVE,QUEENS,NY
93277,157-04,35TH AVE,QUEENS,NY
93278,157-15,35TH AVE,QUEENS,NY
93279,157-20,35TH AVE,QUEENS,NY
93280,158-04,35TH AVE,QUEENS,NY
93281,158-05,35TH AVE,QUEENS,NY
93282,159-01,35TH AVE,QUEENS,NY
93283,159-11,35TH AVE,QUEENS,NY
93284,160-01,35TH AVE,QUEENS,NY
93285,160-06,35TH AVE,QUEENS,NY
93286,160-14,35TH AVE,QUEENS,NY
93287,162-16,35TH AVE,QUEENS,NY
93288,163-15,35TH AVE,QUEENS,NY
93289,163-16,35TH AVE,QUEENS,NY
93290,164-01/,05 35TH AVE,QUEENS,NY
93291,166-03,35TH AVE,QUEENS,NY
93292,166-15,35TH AVE,QUEENS,NY
93293,166-16,35TH AVE,QUEENS,NY
93294,168-03,35TH AVE,QUEENS,NY
93295,168-04,35TH AVE,QUEENS,NY
93296,168-07,35TH AVE,QUEENS,NY
93297,168-08,35TH AVE,QUEENS,NY
93298,168-11,35TH AVE,QUEENS,NY
93299,168-12,35TH AVE,QUEENS,NY
93300,168-17,35TH AVE,QUEENS,NY
93301,169-02/,10/12 35TH AVE,QUEENS,NY
93302,169-11/,15/19 35TH AVE,QUEENS,NY
93303,169-14,35TH AVE,QUEENS,NY
93304,170-05,35TH AVE,QUEENS,NY
93305,170-08,35TH AVE,QUEENS,NY
93306,170-11,35TH AVE,QUEENS,NY
93307,170-12,35TH AVE,QUEENS,NY
93308,170-13,35TH AVE,QUEENS,NY
93309,170-18,35TH AVE,QUEENS,NY
93310,171-10,35TH AVE,QUEENS,NY
93311,171-11,35TH AVE,QUEENS,NY
93312,189-02/,06 35TH AVE,QUEENS,NY
93313,189-10/,14 35TH AVE,QUEENS,NY
93314,189-16/,18 35TH AVE,QUEENS,NY
93315,190-01-,21 35TH AVE,QUEENS,NY
93316,191-02-20,35TH AVE,QUEENS,NY
93317,191-02/,08 35TH AVE,QUEENS,NY
93318,191-05,35TH AVE,QUEENS,NY
93319,164-03,CROCHERON AVE,QUEENS,NY
93320,165-06,CROCHERON AVE,QUEENS,NY
93321,165-11,CROCHERON AVE,QUEENS,NY
93322,165-17,CROCHERON AVE,QUEENS,NY
93323,166-01/,05 CROCHERON AVE,QUEENS,NY
93324,166-61,CROCHERON AVE,QUEENS,NY
93325,169-11,CROCHERON AVE,QUEENS,NY
93326,169-17,CROCHERON AVE,QUEENS,NY
93327,171-15,CROCHERON AVE,QUEENS,NY
93328,190-01/,05 CROCHERON AVE,QUEENS,NY
93329,190-07/,09 CROCHERON AVE,QUEENS,NY
93330,190-15,17 CROCHERON AVE,QUEENS,NY
93331,190-15/17,CROCHERON AVE ,Queens,NY
93332,157-17,NORTHERN BLVD,QUEENS,NY
93333,159-01,-27 NORTHERN BLVD,QUEENS,NY
93334,88-01,102 ST,nan,NY
93335,67-01,110TH ST ,Queens,NY
93336,87-21,79TH ST ,Queens,NY
93337,116-00,166TH ST,nan,NY
93338,72-30,68TH ST ,Queens,NY
93339,89-30,114TH ST ,Queens,NY
93340,41-15,104TH ST ,Queens,NY
93341,40-20,235TH ST ,Queens,NY
93342,14-09,123RD ST ,Queens,NY
93343,14-02,124TH ST ,Queens,NY
93344,86-50,109TH ST,nan,NY
93345,30-30,THOMSON AVE ,Queens,NY
93346,29-01,47TH AVE ,Queens,NY
93347,47-09,30TH ST ,Queens,NY
93348,47-07,30TH PL ,Queens,NY
93349,69-65,182ND ST,nan,NY
93350,57-15,61ST ST ,Queens,NY
93351,50-01,44TH ST ,Queens,NY
93352,50-15,44TH ST ,Queens,NY
93353,50-20,45TH ST ,Queens,NY
93354,41-01,124TH ST ,Queens,NY
