alleyCrossStreetsFlag,assemblyDistrict,bbl,bblBoroughCode,bblTaxBlock,bblTaxLot,bikeLane,boardOfElectionsPreferredLgc,boePreferredStreetName,boePreferredstreetCode,boroughCode1In,buildingIdentificationNumber,businessImprovementDistrict,censusBlock2000,censusBlock2010,censusBlockSuffix2000,censusTract1990,censusTract2000,censusTract2010,cityCouncilDistrict,civilCourtDistrict,coincidentSegmentCount,communityDistrict,communityDistrictBoroughCode,communityDistrictNumber,communitySchoolDistrict,condominiumBillingBbl,condominiumFlag,congressionalDistrict,cooperativeIdNumber,cornerCode,crossStreetNamesFlagIn,curveFlag,dcpCommercialStudyArea,dcpPreferredLgc,dofCondominiumIdentificationNumber,dotStreetLightContractorArea,dynamicBlock,electionDistrict,fireBattalion,fireCompanyNumber,fireCompanyType,fireDivision,firstBoroughName,firstStreetCode,firstStreetNameNormalized,fromLionNodeId,fromPreferredLgcsFirstSetOf5,genericId,geosupportFunctionCode,geosupportReturnCode,geosupportReturnCode2,gi5DigitStreetCode1,gi5DigitStreetCode2,gi5DigitStreetCode3,gi5DigitStreetCode4,gi5DigitStreetCode5,gi5DigitStreetCode6,gi5DigitStreetCode7,gi5DigitStreetCode8,giBoroughCode1,giBoroughCode2,giBoroughCode3,giBoroughCode4,giBoroughCode5,giBoroughCode6,giBoroughCode7,giBoroughCode8,giBuildingIdentificationNumber1,giBuildingIdentificationNumber2,giBuildingIdentificationNumber3,giBuildingIdentificationNumber4,giBuildingIdentificationNumber5,giBuildingIdentificationNumber6,giBuildingIdentificationNumber7,giBuildingIdentificationNumber8,giDcpPreferredLgc1,giDcpPreferredLgc2,giDcpPreferredLgc3,giDcpPreferredLgc4,giDcpPreferredLgc5,giDcpPreferredLgc6,giDcpPreferredLgc7,giDcpPreferredLgc8,giGeographicIdentifier1,giGeographicIdentifier2,giGeographicIdentifier3,giGeographicIdentifier4,giGeographicIdentifier5,giGeographicIdentifier6,giGeographicIdentifier7,giGeographicIdentifier8,giHighHouseNumber1,giHighHouseNumber2,giHighHouseNumber3,giHighHouseNumber4,giHighHouseNumber5,giHighHouseNumber6,giHighHouseNumber7,giHighHouseNumber8,giLowHouseNumber1,giLowHouseNumber2,giLowHouseNumber3,giLowHouseNumber4,giLowHouseNumber5,giLowHouseNumber6,giLowHouseNumber7,giLowHouseNumber8,giSideOfStreetIndicator1,giSideOfStreetIndicator2,giSideOfStreetIndicator3,giSideOfStreetIndicator4,giSideOfStreetIndicator5,giSideOfStreetIndicator6,giSideOfStreetIndicator7,giSideOfStreetIndicator8,giStreetCode1,giStreetCode2,giStreetCode3,giStreetCode4,giStreetCode5,giStreetCode6,giStreetCode7,giStreetCode8,giStreetName1,giStreetName2,giStreetName3,giStreetName4,giStreetName5,giStreetName6,giStreetName7,giStreetName8,healthArea,healthCenterDistrict,highBblOfThisBuildingsCondominiumUnits,highCrossStreetB5SC1,highCrossStreetB5SC2,highCrossStreetB5SC3,highCrossStreetCode1,highCrossStreetCode2,highCrossStreetCode3,highCrossStreetName1,highCrossStreetName2,highCrossStreetName3,highHouseNumberOfBlockfaceSortFormat,houseNumber,houseNumberIn,houseNumberSortFormat,hurricaneEvacuationZone,individualSegmentLength,instructionalRegion,interimAssistanceEligibilityIndicator,interiorLotFlag,internalLabelXCoordinate,internalLabelYCoordinate,latitude,latitudeInternalLabel,legacySegmentId,lionBoroughCode,lionBoroughCodeForVanityAddress,lionFaceCode,lionFaceCodeForVanityAddress,lionKey,lionKeyForVanityAddress,lionSequenceNumber,lionSequenceNumberForVanityAddress,listOf4Lgcs,longitude,longitudeInternalLabel,lowBblOfThisBuildingsCondominiumUnits,lowCrossStreetB5SC1,lowCrossStreetB5SC2,lowCrossStreetB5SC3,lowCrossStreetCode1,lowCrossStreetCode2,lowCrossStreetCode3,lowCrossStreetName1,lowCrossStreetName2,lowCrossStreetName3,lowHouseNumberOfBlockfaceSortFormat,lowHouseNumberOfDefiningAddressRange,message,message2,noCrossStreetCalculationFlag,nta,ntaName,numberOfCrossStreetB5SCsHighAddressEnd,numberOfCrossStreetB5SCsLowAddressEnd,numberOfCrossStreetsHighAddressEnd,numberOfCrossStreetsLowAddressEnd,numberOfEntriesInListOfGeographicIdentifiers,numberOfExistingStructuresOnLot,numberOfStreetCodesAndNamesInList,numberOfStreetFrontagesOfLot,physicalId,policePatrolBoroughCommand,policePrecinct,radiusOfCircle,reasonCode,reasonCode1a,reasonCode1e,reasonCode2,returnCode1a,returnCode1e,roadwayType,rpadBuildingClassificationCode,rpadSelfCheckCodeForBbl,sanbornBoroughCode,sanbornPageNumber,sanbornPageNumberSuffix,sanbornVolumeNumber,sanitationCollectionSchedulingSectionAndSubsection,sanitationDistrict,sanitationOrganicsCollectionSchedule,sanitationRecyclingCollectionSchedule,sanitationRegularCollectionSchedule,sanitationSnowPriorityCode,secantLocationRelatedToCurve,segmentAzimuth,segmentIdentifier,segmentLengthInFeet,segmentOrientation,segmentTypeCode,selfCheckCodeOfBillingBbl,sideOfStreetIndicator,sideOfStreetOfVanityAddress,specialAddressGeneratedRecordFlag,splitLowHouseNumber,stateSenatorialDistrict,streetCode1,streetCode10,streetCode2,streetCode3,streetCode4,streetCode5,streetCode6,streetCode7,streetCode8,streetCode9,streetName1,streetName10,streetName1In,streetName2,streetName3,streetName4,streetName5,streetName6,streetName7,streetName8,streetName9,streetStatus,taxMapNumberSectionAndVolume,toLionNodeId,toPreferredLgcsFirstSetOf5,trafficDirection,underlyingStreetCode,uspsPreferredCityName,vacantLotFlag,workAreaFormatIndicatorIn,xCoordinate,xCoordinateHighAddressEnd,xCoordinateLowAddressEnd,xCoordinateOfCenterofCurvature,yCoordinate,yCoordinateHighAddressEnd,yCoordinateLowAddressEnd,yCoordinateOfCenterofCurvature,zipCode
,40,4048940004,4,04894,0004,,1,33 AVENUE,40829001,4,4110785,,2005,2005,,1147  ,1147  ,1147  ,19,06,1,407,4,07,25,0000000000,,06,0000,,E,,,01,,4,201,009,52,144,L,14,QUEENS,40829001010,33 AVENUE,0056009,01,0003878,1B,00,01,08290,08290,,,,,,,4,4,,,,,,,4110785,4483109,,,,,,,01,01,,,,,,,,,,,,,,,160-11,160-11 GAR,,,,,,,160-11,160-11 GAR,,,,,,,L,L,,,,,,,40829001,40829001,,,,,,,33 AVENUE,33 AVENUE,,,,,,,1310,43,4048940004,424090,,,42409001,,,161 STREET,,,100160099AA,160-11,160-11,100160011AA,X,,QN,I,,1038461,0219244,40.76809815739331,40.76828426006996,0092044,4,4,5378,5378,4537804240,4537804240,04240,04240,01,-73.8046082507638,-73.80429001079636,4048940004,424040,,,42404001,,,160 STREET,,,100160001AA,100160011AA,,INPUT STREET NAME HAS BEEN MODIFIED,,QN51,Murray Hill,1,1,1,1,0002,0002,,01,0004554,6,109,,,W,,W,01,00,1,A3,4,4,019,,23,7C,407,,ETH,MTH,P,,354,0092044,00259,E,U,,L,L,,100160001AA,11,,,,,,,,,,,,,"33RD AVE,",,,,,,,,,2,42406,0056011,01,T,40829001,FLUSHING,,C,1038373,1038574,1038316,0000000,0219176,0219153,0219179,0000000,11358
,40,4052450044,4,05245,0044,,1,33 AVENUE,40829001,4,4118579,,2006,2006,,1147  ,1147  ,1147  ,19,06,1,407,4,07,25,0000000000,,06,,SW,E,,,01,,4,212,009,52,144,L,14,QUEENS,40829001010,33 AVENUE,0056009,01,0003878,1B,00,01,08290,24090,24090,,,,,,4,4,4,,,,,,4118579,4118579,4447381,,,,,,01,01,01,,,,,,,,,,,,,,160-16,33-04,33-04 REAR,,,,,,160-16,33-04,33-04 REAR,,,,,,R,R,R,,,,,,40829001,42409001,42409001,,,,,,33 AVENUE,161 STREET,161 STREET,,,,,,1310,43,4052450044,424090,,,42409001,,,161 STREET,,,100160098AA,160-16,160-16,100160016AA,X,,QN,I,,1038486,0219086,40.768078876905705,40.767850438823025,0092044,4,4,5378,5378,4537804240,4537804240,04240,04240,01,-73.8045685957068,-73.80420103225472,4052450044,424040,,,42404001,,,160 STREET,,,100160000AA,100160016AA,,INPUT STREET NAME HAS BEEN MODIFIED,,QN51,Murray Hill,1,1,1,1,0003,0002,,02,0004554,6,109,,,W,,W,01,00,1,A1,4,4,019,,23,7C,407,,ETH,MTH,P,,354,0092044,00259,E,U,,R,R,,100160000AA,11,,,,,,,,,,,,,"33RD AVE,",,,,,,,,,2,42601,0056011,01,T,40829001,FLUSHING,,C,1038384,1038574,1038316,0000000,0219169,0219153,0219179,0000000,11358
,40,4048940001,4,04894,0001,,1,33 AVENUE,40829001,4,4110784,,2005,2005,,1147  ,1147  ,1147  ,19,06,1,407,4,07,25,0000000000,,06,,NW,E,,,01,,4,201,009,52,144,L,14,QUEENS,40829001010,33 AVENUE,0056009,01,0003878,1B,00,01,08290,08290,,,,,,,4,4,,,,,,,4110784,4483108,,,,,,,01,01,,,,,,,,,,,,,,,160-17,160-17 GAR,,,,,,,160-17,160-17 GAR,,,,,,,L,L,,,,,,,40829001,40829001,,,,,,,33 AVENUE,33 AVENUE,,,,,,,1310,43,4048940001,424090,,,42409001,,,161 STREET,,,100160099AA,160-17,160-17,100160017AA,X,,QN,I,,1038523,0219240,40.768095345307245,40.768272900715964,0092044,4,4,5378,5378,4537804240,4537804240,04240,04240,01,-73.80456854738101,-73.80406621437383,4048940001,424040,,,42404001,,,160 STREET,,,100160001AA,100160017AA,,INPUT STREET NAME HAS BEEN MODIFIED,,QN51,Murray Hill,1,1,1,1,0002,0002,,01,0004554,6,109,,,W,,W,01,00,1,A1,0,4,019,,23,7C,407,,ETH,MTH,P,,354,0092044,00259,E,U,,L,L,,100160001AA,11,,,,,,,,,,,,,"33RD AVE,",,,,,,,,,2,42406,0056011,01,T,40829001,FLUSHING,,C,1038384,1038574,1038316,0000000,0219175,0219153,0219179,0000000,11358
,40,4048950006,4,04895,0006,,1,33 AVENUE,40829001,4,4110798,,2004,2004,,1147  ,1147  ,1147  ,19,06,1,407,4,07,25,0000000000,,06,,NE,E,,,01,,4,202,009,52,144,L,14,QUEENS,40829001010,33 AVENUE,0056011,01,0003879,1B,00,01,08290,08290,,,,,,,4,4,,,,,,,4110798,4483120,,,,,,,01,01,,,,,,,,,,,,,,,161-03,161-03 GAR,,,,,,,161-03,161-03 GAR,,,,,,,L,L,,,,,,,40829001,40829001,,,,,,,33 AVENUE,33 AVENUE,,,,,,,1310,43,4048950006,424140,,,42414001,,,162 STREET,,,100161099AA,161-03,161-03,100161003AA,X,,QN,I,,1038663,0219248,40.768030786572474,40.7682939979709,0092048,4,4,5378,5378,4537804250,4537804250,04250,04250,01,-73.80372757304016,-73.80356073000348,4048950006,424090,,,42409001,,,161 STREET,,,100161001AA,100161003AA,,INPUT STREET NAME HAS BEEN MODIFIED,,QN51,Murray Hill,1,1,1,1,0002,0002,,01,0004555,6,109,,,W,,W,01,00,1,A1,6,4,020,,23,7C,407,,ETH,MTH,P,,354,0092048,00260,E,U,,L,L,,100161001AA,11,,,,,,,,,,,,,"33RD AVE,",,,,,,,,,2,42406,0056013,01,T,40829001,FLUSHING,,C,1038617,1038833,1038574,0000000,0219152,0219127,0219153,0000000,11358
,40,4048950001,4,04895,0001,,1,33 AVENUE,40829001,4,4110797,,2004,2004,,1147  ,1147  ,1147  ,19,06,1,407,4,07,25,0000000000,,06,,NW,E,,,01,,4,202,009,52,144,L,14,QUEENS,40829001010,33 AVENUE,0056011,01,0003879,1B,00,01,08290,08290,,,,,,,4,4,,,,,,,4110797,4483119,,,,,,,01,01,,,,,,,,,,,,,,,161-15,161-15 GAR,,,,,,,161-15,161-15 GAR,,,,,,,L,L,,,,,,,40829001,40829001,,,,,,,33 AVENUE,33 AVENUE,,,,,,,1310,43,4048950001,424140,,,42414001,,,162 STREET,,,100161099AA,161-15,161-15,100161015AA,X,,QN,I,,1038762,0219226,40.76802241704611,40.76823300392122,0092048,4,4,5378,5378,4537804250,4537804250,04250,04250,01,-73.80364817452484,-73.80320350446381,4048950001,424090,,,42409001,,,161 STREET,,,100161001AA,100161015AA,,INPUT STREET NAME HAS BEEN MODIFIED,,QN51,Murray Hill,1,1,1,1,0002,0002,,01,0004555,6,109,,,W,,W,01,00,1,A1,7,4,020,,23,7C,407,,ETH,MTH,P,,354,0092048,00260,E,U,,L,L,,100161001AA,11,,,,,,,,,,,,,"33RD AVE,",,,,,,,,,2,42406,0056013,01,T,40829001,FLUSHING,,C,1038639,1038833,1038574,0000000,0219149,0219127,0219153,0000000,11358
,40,4052460044,4,05246,0044,,1,33 AVENUE,40829001,4,4118605,,2007,2007,,1147  ,1147  ,1147  ,19,06,1,407,4,07,25,0000000000,,06,,SW,E,,,01,,4,211,009,52,144,L,14,QUEENS,40829001010,33 AVENUE,0056011,01,0003879,1B,00,01,08290,08290,,,,,,,4,4,,,,,,,4118605,4484237,,,,,,,01,01,,,,,,,,,,,,,,,161-16,161-16 GAR,,,,,,,161-16,161-16 GAR,,,,,,,R,R,,,,,,,40829001,40829001,,,,,,,33 AVENUE,33 AVENUE,,,,,,,1310,43,4052460044,424140,,,42414001,,,162 STREET,,,100161098AA,161-16,161-16,100161016AA,X,,QN,I,,1038746,0219061,40.76800593018703,40.767780221536015,0092048,4,4,5378,5378,4537804250,4537804250,04250,04250,01,-73.80363739270148,-73.8032626045117,4052460044,424090,,,42409001,,,161 STREET,,,100161000AA,100161016AA,,INPUT STREET NAME HAS BEEN MODIFIED,,QN51,Murray Hill,1,1,1,1,0002,0002,,01,0004555,6,109,,,W,,W,01,00,1,A1,2,4,020,,23,7C,407,,ETH,MTH,P,,354,0092048,00260,E,U,,R,R,,100161000AA,11,,,,,,,,,,,,,"33RD AVE,",,,,,,,,,2,42601,0056013,01,T,40829001,FLUSHING,,C,1038642,1038833,1038574,0000000,0219143,0219127,0219153,0000000,11358
,40,4048960006,4,04896,0006,,1,33 AVENUE,40829001,4,4110809,,2003,2003,,1147  ,1147  ,1147  ,19,06,1,407,4,07,25,0000000000,,06,,NE,E,,,01,,4,203,009,52,144,L,14,QUEENS,40829001010,33 AVENUE,0056013,01,0003880,1B,00,01,08290,24140,,,,,,,4,4,,,,,,,4110809,4110809,,,,,,,01,01,,,,,,,,,,,,,,,162-03,32-39,,,,,,,162-03,32-39,,,,,,,L,L,,,,,,,40829001,42414001,,,,,,,33 AVENUE,162 STREET,,,,,,,1310,43,4048960006,424190,,,42419001,,,163 STREET,,,100162099AA,162-03,162-03,100162003AA,X,,QN,I,,1038921,0219218,40.767957826876746,40.76821006417514,0092052,4,4,5378,5378,4537804260,4537804260,04260,04260,01,-73.80279276150564,-73.80262955763122,4048960006,424140,,,42414001,,,162 STREET,,,100162001AA,100162003AA,,INPUT STREET NAME HAS BEEN MODIFIED,,QN51,Murray Hill,1,1,1,1,0002,0001,,02,0004556,6,109,,,W,,W,01,00,1,A1,4,4,020,,23,7C,407,,ETH,MTH,P,,354,0092052,00259,E,U,,L,L,,100162001AA,11,,,,,,,,,,,,,"33RD AVE,",,,,,,,,,2,42406,0056063,01,T,40829001,FLUSHING,,C,1038876,1039090,1038833,0000000,0219126,0219101,0219127,0000000,11358
,40,4052470040,4,05247,0040,,1,33 AVENUE,40829001,4,4118630,,2008,2008,,1147  ,1147  ,1147  ,19,06,1,407,4,07,25,0000000000,,06,,SE,E,,,01,,4,210,009,52,144,L,14,QUEENS,40829001010,33 AVENUE,0056013,01,0003880,1B,00,01,08290,24140,,,,,,,4,4,,,,,,,4118630,4118630,,,,,,,01,01,,,,,,,,,,,,,,,162-06,33-01,,,,,,,162-02,33-01,,,,,,,R,L,,,,,,,40829001,42414001,,,,,,,33 AVENUE,162 STREET,,,,,,,1310,43,4052470040,424190,,,42419001,,,163 STREET,,,100162098AA,162-06,162-06,100162006AA,X,,QN,I,,1038905,0219046,40.767938576664804,40.767738068947665,0092052,4,4,5378,5378,4537804260,4537804260,04260,04260,01,-73.80277115766691,-73.80268871848293,4052470040,424140,,,42414001,,,162 STREET,,,100162000AA,100162002AA,,INPUT STREET NAME HAS BEEN MODIFIED,,QN51,Murray Hill,1,1,1,1,0002,0001,,02,0004556,6,109,,,W,,W,01,00,1,A1,8,4,020,,23,7C,407,,ETH,MTH,P,,354,0092052,00259,E,U,,R,R,,100162000AA,11,,,,,,,,,,,,,"33RD AVE,",,,,,,,,,2,42601,0056063,01,T,40829001,FLUSHING,,C,1038882,1039090,1038833,0000000,0219119,0219101,0219127,0000000,11358
,40,4049110029,4,04911,0029,,1,33 AVENUE,40829001,4,4111187,,2002,2002,,1147  ,1147  ,1147  ,19,06,1,407,4,07,25,0000000000,,06,,NE,E,,,01,,4,204,009,52,144,L,14,QUEENS,40829001010,33 AVENUE,0056063,01,0003881,1B,00,01,08290,,,,,,,,4,,,,,,,,4111187,,,,,,,,01,,,,,,,,,,,,,,,,163-03,,,,,,,,163-03,,,,,,,,L,,,,,,,,40829001,,,,,,,,33 AVENUE,,,,,,,,1310,43,4049110029,424240,,,42424001,,,164 STREET,,,100163099AA,163-03,163-03,100163003AA,X,,QN,I,,1039181,0219153,40.7678848720124,40.76803004475681,0092139,4,4,5378,5378,4537804270,4537804270,04270,04270,01,-73.80186517225707,-73.801691453393,4049110029,424190,,,42419001,,,163 STREET,,,100163001AA,100163003AA,,INPUT STREET NAME HAS BEEN MODIFIED,,QN51,Murray Hill,1,1,1,1,0001,0001,,01,0004557,6,109,,,W,,W,01,00,1,A1,3,4,020,,23,7C,407,,ETH,MTH,P,,354,0092139,00261,E,U,,L,L,,100163001AA,11,,,,,,,,,,,,,"33RD AVE,",,,,,,,,,2,42407,0056065,01,T,40829001,FLUSHING,,C,1039133,1039350,1039090,0000000,0219100,0219075,0219101,0000000,11358
,40,,,,,,1,33 AVENUE,40829001,4,,,2009,2009,,1147  ,1147  ,1147  ,19,06,1,407,4,07,25,,,06,,,E,,,01,,4,209,009,52,144,L,14,QUEENS,40829001010,33 AVENUE,0056063,01,0003881,1B,01,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1310,43,,424240,,,42424001,,,164 STREET,,,100163098AA,163-04,163-04,100163004AA,X,,QN,I,,,,40.76786564025267,,0092139,4,4,5378,5378,4537804270,4537804270,04270,04270,01,-73.80185439906347,,,424190,,,42419001,,,163 STREET,,,100163000AA,,INPUT STREET NAME HAS BEEN MODIFIED,ADDRESS NUMBER OUT OF RANGE,,QN51,Murray Hill,1,1,1,1,,,02,,0004557,6,109,,W,,W,,42,01,1,,,,,,,7C,407,,ETH,MTH,P,,354,0092139,00261,E,U,,R,R,,100163000AA,11,42419001,,,,,,42424001,,,,163 STREET,,"33RD AVE,",,,,,164 STREET,,,,2,,0056065,01,T,40829001,FLUSHING,,C,1039136,1039350,1039090,0000000,0219093,0219075,0219101,0000000,11358
,40,4049110030,4,04911,0030,,1,33 AVENUE,40829001,4,4111188,,2002,2002,,1147  ,1147  ,1147  ,19,06,1,407,4,07,25,0000000000,,06,,NW,E,,,01,,4,204,009,52,144,L,14,QUEENS,40829001010,33 AVENUE,0056063,01,0003881,1B,00,01,08290,,,,,,,,4,,,,,,,,4111188,,,,,,,,01,,,,,,,,,,,,,,,,163-15,,,,,,,,163-15,,,,,,,,L,,,,,,,,40829001,,,,,,,,33 AVENUE,,,,,,,,1310,43,4049110030,424240,,,42424001,,,164 STREET,,,100163099AA,163-15,163-15,100163015AA,X,,QN,I,,1039278,0219154,40.76787650120243,40.7680321862268,0092139,4,4,5378,5378,4537804270,4537804270,04270,04270,01,-73.80178577414976,-73.80134126292025,4049110030,424190,,,42419001,,,163 STREET,,,100163001AA,100163015AA,,INPUT STREET NAME HAS BEEN MODIFIED,,QN51,Murray Hill,1,1,1,1,0001,0001,,01,0004557,6,109,,,W,,W,01,00,1,A1,1,4,020,,23,7C,407,,ETH,MTH,P,,354,0092139,00261,E,U,,L,L,,100163001AA,11,,,,,,,,,,,,,"33RD AVE,",,,,,,,,,2,42407,0056065,01,T,40829001,FLUSHING,,C,1039155,1039350,1039090,0000000,0219097,0219075,0219101,0000000,11358
,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,E,,,,,,,,,,,,QUEENS,,04   33 AVENUE,,,,1B,11,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,164-02,164-02,100164002AA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"'04 33RD AVE,' NOT RECOGNIZED. THERE ARE NO SIMILAR NAMES","'04 33RD AVE,' NOT RECOGNIZED. THERE ARE NO SIMILAR NAMES",,,,,,,,,,,,,,,,,,,,11,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"04 33RD AVE,",,,,,,,,,,,,,,,,,C,,,,,,,,,
,26,4049120026,4,04912,0026,,1,33 AVENUE,40829001,4,4111207,,2001,2001,,1147  ,1147  ,1147  ,19,06,1,407,4,07,25,0000000000,,06,,NE,E,,,01,,4,205,059,52,144,L,14,QUEENS,40829001010,33 AVENUE,0056065,01,0003882,1B,00,01,08290,,,,,,,,4,,,,,,,,4111207,,,,,,,,01,,,,,,,,,,,,,,,,164-03,,,,,,,,164-03,,,,,,,,L,,,,,,,,40829001,,,,,,,,33 AVENUE,,,,,,,,1310,43,4049120026,424290,,,42429001,,,165 STREET,,,100164099AA,164-03,164-03,100164003AA,X,,QN,I,,1039430,0219159,40.76781189096681,40.76804496243284,0092143,4,4,5378,5378,4537804280,4537804280,04280,04280,01,-73.80092675469643,-73.8007924826094,4049120026,424240,,,42424001,,,164 STREET,,,100164001AA,100164003AA,,INPUT STREET NAME HAS BEEN MODIFIED,,QN51,Murray Hill,1,1,1,1,0001,0001,,01,0004558,6,109,,,W,,W,01,00,1,A1,7,4,021,,23,7C,407,,ETH,MTH,P,,354,0092143,00260,E,U,,L,L,,100164001AA,11,,,,,,,,,,,,,"33RD AVE,",,,,,,,,,2,42407,0056067,01,T,40829001,FLUSHING,,C,1039393,1039608,1039350,0000000,0219074,0219049,0219075,0000000,11358
,26,4049120023,4,04912,0023,,1,33 AVENUE,40829001,4,4111206,,2001,2001,,1147  ,1147  ,1147  ,19,06,1,407,4,07,25,0000000000,,06,0000,,E,,,01,,4,205,059,52,144,L,14,QUEENS,40829001010,33 AVENUE,0056065,01,0003882,1B,00,01,08290,08290,,,,,,,4,4,,,,,,,4111206,4483241,,,,,,,01,01,,,,,,,,,,,,,,,164-11,164-11 GAR,,,,,,,164-11,164-11 GAR,,,,,,,L,L,,,,,,,40829001,40829001,,,,,,,33 AVENUE,33 AVENUE,,,,,,,1310,43,4049120023,424290,,,42429001,,,165 STREET,,,100164099AA,164-11,164-11,100164011AA,X,,QN,I,,1039499,0219144,40.767806307921944,40.76800336047306,0092143,4,4,5378,5378,4537804280,4537804280,04280,04280,01,-73.80087261938783,-73.80054350712224,4049120023,424240,,,42424001,,,164 STREET,,,100164001AA,100164011AA,,INPUT STREET NAME HAS BEEN MODIFIED,,QN51,Murray Hill,1,1,1,1,0002,0002,,01,0004558,6,109,,,W,,W,01,00,1,B3,4,4,021,,23,7C,407,,ETH,MTH,P,,354,0092143,00260,E,U,,L,L,,100164001AA,11,,,,,,,,,,,,,"33RD AVE,",,,,,,,,,2,42407,0056067,01,T,40829001,FLUSHING,,C,1039408,1039608,1039350,0000000,0219072,0219049,0219075,0000000,11358
,26,,,,,,1,33 AVENUE,40829001,4,,,2001,2001,,1147  ,1147  ,1147  ,19,06,1,407,4,07,25,,,06,,,E,,,01,,4,205,059,52,144,L,14,QUEENS,40829001010,33 AVENUE,0056065,01,0003882,1B,01,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1310,43,,424290,,,42429001,,,165 STREET,,,100164099AA,164-17,164-17,100164017AA,X,,QN,I,,,,40.767803494548446,,0092143,4,4,5378,5378,4537804280,4537804280,04280,04280,01,-73.80083291633677,,,424240,,,42424001,,,164 STREET,,,100164001AA,,INPUT STREET NAME HAS BEEN MODIFIED,ADDRESS NUMBER OUT OF RANGE,,QN51,Murray Hill,1,1,1,1,,,02,,0004558,6,109,,W,,W,,42,01,1,,,,,,,7C,407,,ETH,MTH,P,,354,0092143,00260,E,U,,L,L,,100164001AA,11,42424001,,,,,,42429001,,,,164 STREET,,"33RD AVE,",,,,,165 STREET,,,,2,,0056067,01,T,40829001,FLUSHING,,C,1039419,1039608,1039350,0000000,0219071,0219049,0219075,0000000,11358
,26,4052500041,4,05250,0041,,1,33 AVENUE,40829001,4,4118746,,2011,2011,,1147  ,1147  ,1147  ,19,06,1,407,4,07,25,0000000000,,06,0000,,E,,,01,,4,207,059,52,144,L,14,QUEENS,40829001010,33 AVENUE,0056067,01,0003883,1B,00,01,08290,08290,,,,,,,4,4,,,,,,,4118746,4484288,,,,,,,01,01,,,,,,,,,,,,,,,165-08,165-08 GAR,,,,,,,165-08,165-08 GAR,,,,,,,R,R,,,,,,,40829001,40829001,,,,,,,33 AVENUE,33 AVENUE,,,,,,,1310,43,4052500041,424340,,,42434001,,,166 STREET,,,100165098AA,165-08,165-08,100165008AA,X,,QN,I,,1039690,0218955,40.76771689426953,40.767483410106685,0092147,4,4,5378,5378,4537804290,4537804290,04290,04290,01,-73.79995952426032,-73.79985553220513,4052500041,424290,,,42429001,,,165 STREET,,,100165000AA,100165008AA,,INPUT STREET NAME HAS BEEN MODIFIED,,QN51,Murray Hill,1,1,1,1,0002,0002,,01,0004559,6,109,,,W,,W,01,00,1,B3,0,4,021,,23,7C,407,,ETH,MTH,P,,354,0092147,00261,E,U,,R,R,,100165000AA,11,,,,,,,,,,,,,"33RD AVE,",,,,,,,,,2,42601,0056069,01,T,40829001,FLUSHING,,C,1039661,1039868,1039608,0000000,0219040,0219022,0219049,0000000,11358
,26,4049130027,4,04913,0027,,1,33 AVENUE,40829001,4,4111224,,2000,2000,,1147  ,1147  ,1147  ,19,06,1,407,4,07,25,0000000000,,06,0000,,E,,,01,,4,206,059,52,144,L,14,QUEENS,40829001010,33 AVENUE,0056067,01,0003883,1B,00,01,08290,08290,,,,,,,4,4,,,,,,,4111224,4483249,,,,,,,01,01,,,,,,,,,,,,,,,165-09,165-09 GAR,,,,,,,165-09,165-09 GAR,,,,,,,L,L,,,,,,,40829001,40829001,,,,,,,33 AVENUE,33 AVENUE,,,,,,,1310,43,4049130027,424340,,,42434001,,,166 STREET,,,100165099AA,165-09,165-09,100165009AA,X,,QN,I,,1039726,0219120,40.76773335640195,40.767936065279194,0092147,4,4,5378,5378,4537804290,4537804290,04290,04290,01,-73.79995586468463,-73.79972420682897,4049130027,424290,,,42429001,,,165 STREET,,,100165001AA,100165009AA,,INPUT STREET NAME HAS BEEN MODIFIED,,QN51,Murray Hill,1,1,1,1,0002,0002,,01,0004559,6,109,,,W,,W,01,00,1,A1,3,4,021,,23,7C,407,,ETH,MTH,P,,354,0092147,00261,E,U,,L,L,,100165001AA,11,,,,,,,,,,,,,"33RD AVE,",,,,,,,,,2,42407,0056069,01,T,40829001,FLUSHING,,C,1039662,1039868,1039608,0000000,0219046,0219022,0219049,0000000,11358
