id,address,proj,address_cln_1,address_cln_2,addr_concat,uid,streetaddress,addressRemoveSuite,hn,street,county,boro,suite_type,suite_num,city,state
8101.010353,35-19 164th St QUEENS NY,lg,35-19 164TH ST,35-19 164TH ST,8101.010353^35-19 164TH ST^lg,92554,"35-19 164th St, QUEENS NY",35-19 164th St QUEENS NY,35-19,164TH ST,QUEENS,QUEENS,,,QUEENS,NY
8101.010354,35-20 164th St QUEENS NY,lg,35-20 164TH ST,35-20 164TH ST,8101.010354^35-20 164TH ST^lg,92555,"35-20 164th St, QUEENS NY",35-20 164th St QUEENS NY,35-20,164TH ST,QUEENS,QUEENS,,,QUEENS,NY
8101.010355,35-24 164th St QUEENS NY,lg,35-24 164TH ST,35-24 164TH ST,8101.010355^35-24 164TH ST^lg,92556,"35-24 164th St, QUEENS NY",35-24 164th St QUEENS NY,35-24,164TH ST,QUEENS,QUEENS,,,QUEENS,NY
8101.010356,35-25 164th St QUEENS NY,lg,35-25 164TH ST,35-25 164TH ST,8101.010356^35-25 164TH ST^lg,92557,"35-25 164th St, QUEENS NY",35-25 164th St QUEENS NY,35-25,164TH ST,QUEENS,QUEENS,,,QUEENS,NY
8101.010357,35-29 164th St QUEENS NY,lg,35-29 164TH ST,35-29 164TH ST,8101.010357^35-29 164TH ST^lg,92558,"35-29 164th St, QUEENS NY",35-29 164th St QUEENS NY,35-29,164TH ST,QUEENS,QUEENS,,,QUEENS,NY
8101.010358,35-30 164th St QUEENS NY,lg,35-30 164TH ST,35-30 164TH ST,8101.010358^35-30 164TH ST^lg,92559,"35-30 164th St, QUEENS NY",35-30 164th St QUEENS NY,35-30,164TH ST,QUEENS,QUEENS,,,QUEENS,NY
8101.010359,35-35 164th St QUEENS NY,lg,35-35 164TH ST,35-35 164TH ST,8101.010359^35-35 164TH ST^lg,92560,"35-35 164th St, QUEENS NY",35-35 164th St QUEENS NY,35-35,164TH ST,QUEENS,QUEENS,,,QUEENS,NY
8101.01036,35-36/38 164th St QUEENS NY,lg,35-36/38 164TH ST,35-36/38 164TH ST,8101.01036^35-36/38 164TH ST^lg,92561,"35-36/38 164th St, QUEENS NY",35-36/38 164th St QUEENS NY,35-36/38,164TH ST,QUEENS,QUEENS,,,QUEENS,NY
8101.010361,35-39 164th St QUEENS NY,lg,35-39 164TH ST,35-39 164TH ST,8101.010361^35-39 164TH ST^lg,92562,"35-39 164th St, QUEENS NY",35-39 164th St QUEENS NY,35-39,164TH ST,QUEENS,QUEENS,,,QUEENS,NY
8101.010362,35-40/42 164th St QUEENS NY,lg,35-40/42 164TH ST,35-40/42 164TH ST,8101.010362^35-40/42 164TH ST^lg,92563,"35-40/42 164th St, QUEENS NY",35-40/42 164th St QUEENS NY,35-40/42,164TH ST,QUEENS,QUEENS,,,QUEENS,NY
8101.010363,35-46 164th St QUEENS NY,lg,35-46 164TH ST,35-46 164TH ST,8101.010363^35-46 164TH ST^lg,92564,"35-46 164th St, QUEENS NY",35-46 164th St QUEENS NY,35-46,164TH ST,QUEENS,QUEENS,,,QUEENS,NY
8101.010364,35-47 164th St QUEENS NY,lg,35-47 164TH ST,35-47 164TH ST,8101.010364^35-47 164TH ST^lg,92565,"35-47 164th St, QUEENS NY",35-47 164th St QUEENS NY,35-47,164TH ST,QUEENS,QUEENS,,,QUEENS,NY
8101.010365,35-50 164th St QUEENS NY,lg,35-50 164TH ST,35-50 164TH ST,8101.010365^35-50 164TH ST^lg,92566,"35-50 164th St, QUEENS NY",35-50 164th St QUEENS NY,35-50,164TH ST,QUEENS,QUEENS,,,QUEENS,NY
8101.010366,35-51 164th St QUEENS NY,lg,35-51 164TH ST,35-51 164TH ST,8101.010366^35-51 164TH ST^lg,92567,"35-51 164th St, QUEENS NY",35-51 164th St QUEENS NY,35-51,164TH ST,QUEENS,QUEENS,,,QUEENS,NY
8101.010367,35-54 164th St QUEENS NY,lg,35-54 164TH ST,35-54 164TH ST,8101.010367^35-54 164TH ST^lg,92568,"35-54 164th St, QUEENS NY",35-54 164th St QUEENS NY,35-54,164TH ST,QUEENS,QUEENS,,,QUEENS,NY
8101.010368,35-58/60 164th St QUEENS NY,lg,35-58/60 164TH ST,35-58/60 164TH ST,8101.010368^35-58/60 164TH ST^lg,92569,"35-58/60 164th St, QUEENS NY",35-58/60 164th St QUEENS NY,35-58/60,164TH ST,QUEENS,QUEENS,,,QUEENS,NY
8101.010369,35-59/63 164th St QUEENS NY,lg,35-59/63 164TH ST,35-59/63 164TH ST,8101.010369^35-59/63 164TH ST^lg,92570,"35-59/63 164th St, QUEENS NY",35-59/63 164th St QUEENS NY,35-59/63,164TH ST,QUEENS,QUEENS,,,QUEENS,NY
8101.01037,35-64/66 164th St QUEENS NY,lg,35-64/66 164TH ST,35-64/66 164TH ST,8101.01037^35-64/66 164TH ST^lg,92571,"35-64/66 164th St, QUEENS NY",35-64/66 164th St QUEENS NY,35-64/66,164TH ST,QUEENS,QUEENS,,,QUEENS,NY
8101.010371,35-70/72 164th St QUEENS NY,lg,35-70/72 164TH ST,35-70/72 164TH ST,8101.010371^35-70/72 164TH ST^lg,92572,"35-70/72 164th St, QUEENS NY",35-70/72 164th St QUEENS NY,35-70/72,164TH ST,QUEENS,QUEENS,,,QUEENS,NY
8101.010372,35-69 164th St QUEENS NY,lg,35-69 164TH ST,35-69 164TH ST,8101.010372^35-69 164TH ST^lg,92573,"35-69 164th St, QUEENS NY",35-69 164th St QUEENS NY,35-69,164TH ST,QUEENS,QUEENS,,,QUEENS,NY
8101.010373,32-04 165th St QUEENS NY,lg,32-04 165TH ST,32-04 165TH ST,8101.010373^32-04 165TH ST^lg,92574,"32-04 165th St, QUEENS NY",32-04 165th St QUEENS NY,32-04,165TH ST,QUEENS,QUEENS,,,QUEENS,NY
8101.010374,32-17 165th St QUEENS NY,lg,32-17 165TH ST,32-17 165TH ST,8101.010374^32-17 165TH ST^lg,92575,"32-17 165th St, QUEENS NY",32-17 165th St QUEENS NY,32-17,165TH ST,QUEENS,QUEENS,,,QUEENS,NY
8101.010375,32-15 165th St QUEENS NY,lg,32-15 165TH ST,32-15 165TH ST,8101.010375^32-15 165TH ST^lg,92576,"32-15 165th St, QUEENS NY",32-15 165th St QUEENS NY,32-15,165TH ST,QUEENS,QUEENS,,,QUEENS,NY
8101.010376,32-19 165th St QUEENS NY,lg,32-19 165TH ST,32-19 165TH ST,8101.010376^32-19 165TH ST^lg,92577,"32-19 165th St, QUEENS NY",32-19 165th St QUEENS NY,32-19,165TH ST,QUEENS,QUEENS,,,QUEENS,NY
8101.010377,32-23 165th St QUEENS NY,lg,32-23 165TH ST,32-23 165TH ST,8101.010377^32-23 165TH ST^lg,92578,"32-23 165th St, QUEENS NY",32-23 165th St QUEENS NY,32-23,165TH ST,QUEENS,QUEENS,,,QUEENS,NY
8101.010378,32-29/31 165th St QUEENS NY,lg,32-29/31 165TH ST,32-29/31 165TH ST,8101.010378^32-29/31 165TH ST^lg,92579,"32-29/31 165th St, QUEENS NY",32-29/31 165th St QUEENS NY,32-29/31,165TH ST,QUEENS,QUEENS,,,QUEENS,NY
8101.010379,32-39 165th St QUEENS NY,lg,32-39 165TH ST,32-39 165TH ST,8101.010379^32-39 165TH ST^lg,92580,"32-39 165th St, QUEENS NY",32-39 165th St QUEENS NY,32-39,165TH ST,QUEENS,QUEENS,,,QUEENS,NY
8101.01038,33-02 165th St QUEENS NY,lg,33-02 165TH ST,33-02 165TH ST,8101.01038^33-02 165TH ST^lg,92581,"33-02 165th St, QUEENS NY",33-02 165th St QUEENS NY,33-02,165TH ST,QUEENS,QUEENS,,,QUEENS,NY
8101.010381,33-05 165th St QUEENS NY,lg,33-05 165TH ST,33-05 165TH ST,8101.010381^33-05 165TH ST^lg,92582,"33-05 165th St, QUEENS NY",33-05 165th St QUEENS NY,33-05,165TH ST,QUEENS,QUEENS,,,QUEENS,NY
8101.010382,33-06 165th St QUEENS NY,lg,33-06 165TH ST,33-06 165TH ST,8101.010382^33-06 165TH ST^lg,92583,"33-06 165th St, QUEENS NY",33-06 165th St QUEENS NY,33-06,165TH ST,QUEENS,QUEENS,,,QUEENS,NY
8101.010383,33-11 165th St QUEENS NY,lg,33-11 165TH ST,33-11 165TH ST,8101.010383^33-11 165TH ST^lg,92584,"33-11 165th St, QUEENS NY",33-11 165th St QUEENS NY,33-11,165TH ST,QUEENS,QUEENS,,,QUEENS,NY
8101.010384,33-12 165th St QUEENS NY,lg,33-12 165TH ST,33-12 165TH ST,8101.010384^33-12 165TH ST^lg,92585,"33-12 165th St, QUEENS NY",33-12 165th St QUEENS NY,33-12,165TH ST,QUEENS,QUEENS,,,QUEENS,NY
8101.010385,33-16 165th St QUEENS NY,lg,33-16 165TH ST,33-16 165TH ST,8101.010385^33-16 165TH ST^lg,92586,"33-16 165th St, QUEENS NY",33-16 165th St QUEENS NY,33-16,165TH ST,QUEENS,QUEENS,,,QUEENS,NY
8101.010386,33-20 165th St QUEENS NY,lg,33-20 165TH ST,33-20 165TH ST,8101.010386^33-20 165TH ST^lg,92587,"33-20 165th St, QUEENS NY",33-20 165th St QUEENS NY,33-20,165TH ST,QUEENS,QUEENS,,,QUEENS,NY
8101.010387,33-21 165th St QUEENS NY,lg,33-21 165TH ST,33-21 165TH ST,8101.010387^33-21 165TH ST^lg,92588,"33-21 165th St, QUEENS NY",33-21 165th St QUEENS NY,33-21,165TH ST,QUEENS,QUEENS,,,QUEENS,NY
8101.010388,33-25 165th St QUEENS NY,lg,33-25 165TH ST,33-25 165TH ST,8101.010388^33-25 165TH ST^lg,92589,"33-25 165th St, QUEENS NY",33-25 165th St QUEENS NY,33-25,165TH ST,QUEENS,QUEENS,,,QUEENS,NY
8101.010389,33-26 165th St QUEENS NY,lg,33-26 165TH ST,33-26 165TH ST,8101.010389^33-26 165TH ST^lg,92590,"33-26 165th St, QUEENS NY",33-26 165th St QUEENS NY,33-26,165TH ST,QUEENS,QUEENS,,,QUEENS,NY
8101.01039,33-29 165th St QUEENS NY,lg,33-29 165TH ST,33-29 165TH ST,8101.01039^33-29 165TH ST^lg,92591,"33-29 165th St, QUEENS NY",33-29 165th St QUEENS NY,33-29,165TH ST,QUEENS,QUEENS,,,QUEENS,NY
8101.010391,33-30 165th St QUEENS NY,lg,33-30 165TH ST,33-30 165TH ST,8101.010391^33-30 165TH ST^lg,92592,"33-30 165th St, QUEENS NY",33-30 165th St QUEENS NY,33-30,165TH ST,QUEENS,QUEENS,,,QUEENS,NY
8101.010392,33-31 165th St QUEENS NY,lg,33-31 165TH ST,33-31 165TH ST,8101.010392^33-31 165TH ST^lg,92593,"33-31 165th St, QUEENS NY",33-31 165th St QUEENS NY,33-31,165TH ST,QUEENS,QUEENS,,,QUEENS,NY
8101.010393,33-34 165th St QUEENS NY,lg,33-34 165TH ST,33-34 165TH ST,8101.010393^33-34 165TH ST^lg,92594,"33-34 165th St, QUEENS NY",33-34 165th St QUEENS NY,33-34,165TH ST,QUEENS,QUEENS,,,QUEENS,NY
8101.010394,33-37 165th St QUEENS NY,lg,33-37 165TH ST,33-37 165TH ST,8101.010394^33-37 165TH ST^lg,92595,"33-37 165th St, QUEENS NY",33-37 165th St QUEENS NY,33-37,165TH ST,QUEENS,QUEENS,,,QUEENS,NY
8101.010395,33-38 165th St QUEENS NY,lg,33-38 165TH ST,33-38 165TH ST,8101.010395^33-38 165TH ST^lg,92596,"33-38 165th St, QUEENS NY",33-38 165th St QUEENS NY,33-38,165TH ST,QUEENS,QUEENS,,,QUEENS,NY
8101.010396,33-42 165th St QUEENS NY,lg,33-42 165TH ST,33-42 165TH ST,8101.010396^33-42 165TH ST^lg,92597,"33-42 165th St, QUEENS NY",33-42 165th St QUEENS NY,33-42,165TH ST,QUEENS,QUEENS,,,QUEENS,NY
8101.010397,33-43 165th St QUEENS NY,lg,33-43 165TH ST,33-43 165TH ST,8101.010397^33-43 165TH ST^lg,92598,"33-43 165th St, QUEENS NY",33-43 165th St QUEENS NY,33-43,165TH ST,QUEENS,QUEENS,,,QUEENS,NY
8101.010398,33-46 165th St QUEENS NY,lg,33-46 165TH ST,33-46 165TH ST,8101.010398^33-46 165TH ST^lg,92599,"33-46 165th St, QUEENS NY",33-46 165th St QUEENS NY,33-46,165TH ST,QUEENS,QUEENS,,,QUEENS,NY
8101.010399,33-47 165th St QUEENS NY,lg,33-47 165TH ST,33-47 165TH ST,8101.010399^33-47 165TH ST^lg,92600,"33-47 165th St, QUEENS NY",33-47 165th St QUEENS NY,33-47,165TH ST,QUEENS,QUEENS,,,QUEENS,NY
8101.0104,33-50 165th St QUEENS NY,lg,33-50 165TH ST,33-50 165TH ST,8101.0104^33-50 165TH ST^lg,92601,"33-50 165th St, QUEENS NY",33-50 165th St QUEENS NY,33-50,165TH ST,QUEENS,QUEENS,,,QUEENS,NY
8101.010401,33-51 165th St QUEENS NY,lg,33-51 165TH ST,33-51 165TH ST,8101.010401^33-51 165TH ST^lg,92602,"33-51 165th St, QUEENS NY",33-51 165th St QUEENS NY,33-51,165TH ST,QUEENS,QUEENS,,,QUEENS,NY
8101.010402,33-54 165th St QUEENS NY,lg,33-54 165TH ST,33-54 165TH ST,8101.010402^33-54 165TH ST^lg,92603,"33-54 165th St, QUEENS NY",33-54 165th St QUEENS NY,33-54,165TH ST,QUEENS,QUEENS,,,QUEENS,NY
8101.010403,33-57 165th St QUEENS NY,lg,33-57 165TH ST,33-57 165TH ST,8101.010403^33-57 165TH ST^lg,92604,"33-57 165th St, QUEENS NY",33-57 165th St QUEENS NY,33-57,165TH ST,QUEENS,QUEENS,,,QUEENS,NY
8101.010404,33-59 165th St QUEENS NY,lg,33-59 165TH ST,33-59 165TH ST,8101.010404^33-59 165TH ST^lg,92605,"33-59 165th St, QUEENS NY",33-59 165th St QUEENS NY,33-59,165TH ST,QUEENS,QUEENS,,,QUEENS,NY
8101.010405,33-60 165th St QUEENS NY,lg,33-60 165TH ST,33-60 165TH ST,8101.010405^33-60 165TH ST^lg,92606,"33-60 165th St, QUEENS NY",33-60 165th St QUEENS NY,33-60,165TH ST,QUEENS,QUEENS,,,QUEENS,NY
8101.010406,33-63 165th St QUEENS NY,lg,33-63 165TH ST,33-63 165TH ST,8101.010406^33-63 165TH ST^lg,92607,"33-63 165th St, QUEENS NY",33-63 165th St QUEENS NY,33-63,165TH ST,QUEENS,QUEENS,,,QUEENS,NY
8101.010407,33-64 165th St QUEENS NY,lg,33-64 165TH ST,33-64 165TH ST,8101.010407^33-64 165TH ST^lg,92608,"33-64 165th St, QUEENS NY",33-64 165th St QUEENS NY,33-64,165TH ST,QUEENS,QUEENS,,,QUEENS,NY
8101.010408,33-67 165th St QUEENS NY,lg,33-67 165TH ST,33-67 165TH ST,8101.010408^33-67 165TH ST^lg,92609,"33-67 165th St, QUEENS NY",33-67 165th St QUEENS NY,33-67,165TH ST,QUEENS,QUEENS,,,QUEENS,NY
8101.010409,33-70 165th St QUEENS NY,lg,33-70 165TH ST,33-70 165TH ST,8101.010409^33-70 165TH ST^lg,92610,"33-70 165th St, QUEENS NY",33-70 165th St QUEENS NY,33-70,165TH ST,QUEENS,QUEENS,,,QUEENS,NY
8101.01041,33-73 165th St QUEENS NY,lg,33-73 165TH ST,33-73 165TH ST,8101.01041^33-73 165TH ST^lg,92611,"33-73 165th St, QUEENS NY",33-73 165th St QUEENS NY,33-73,165TH ST,QUEENS,QUEENS,,,QUEENS,NY
8101.010411,33-75 165th St QUEENS NY,lg,33-75 165TH ST,33-75 165TH ST,8101.010411^33-75 165TH ST^lg,92612,"33-75 165th St, QUEENS NY",33-75 165th St QUEENS NY,33-75,165TH ST,QUEENS,QUEENS,,,QUEENS,NY
8101.010436,32-04 166th St QUEENS NY,lg,32-04 166TH ST,32-04 166TH ST,8101.010436^32-04 166TH ST^lg,92613,"32-04 166th St, QUEENS NY",32-04 166th St QUEENS NY,32-04,166TH ST,QUEENS,QUEENS,,,QUEENS,NY
8101.010437,32-05 166th St QUEENS NY,lg,32-05 166TH ST,32-05 166TH ST,8101.010437^32-05 166TH ST^lg,92614,"32-05 166th St, QUEENS NY",32-05 166th St QUEENS NY,32-05,166TH ST,QUEENS,QUEENS,,,QUEENS,NY
8101.010438,32-11 166th St QUEENS NY,lg,32-11 166TH ST,32-11 166TH ST,8101.010438^32-11 166TH ST^lg,92615,"32-11 166th St, QUEENS NY",32-11 166th St QUEENS NY,32-11,166TH ST,QUEENS,QUEENS,,,QUEENS,NY
8101.010439,32-14 166th St QUEENS NY,lg,32-14 166TH ST,32-14 166TH ST,8101.010439^32-14 166TH ST^lg,92616,"32-14 166th St, QUEENS NY",32-14 166th St QUEENS NY,32-14,166TH ST,QUEENS,QUEENS,,,QUEENS,NY
8101.01044,32-15 166th St QUEENS NY,lg,32-15 166TH ST,32-15 166TH ST,8101.01044^32-15 166TH ST^lg,92617,"32-15 166th St, QUEENS NY",32-15 166th St QUEENS NY,32-15,166TH ST,QUEENS,QUEENS,,,QUEENS,NY
8101.010441,32-16 166th St QUEENS NY,lg,32-16 166TH ST,32-16 166TH ST,8101.010441^32-16 166TH ST^lg,92618,"32-16 166th St, QUEENS NY",32-16 166th St QUEENS NY,32-16,166TH ST,QUEENS,QUEENS,,,QUEENS,NY
8101.010442,32-19 166th St QUEENS NY,lg,32-19 166TH ST,32-19 166TH ST,8101.010442^32-19 166TH ST^lg,92619,"32-19 166th St, QUEENS NY",32-19 166th St QUEENS NY,32-19,166TH ST,QUEENS,QUEENS,,,QUEENS,NY
8101.010443,32-20 166th St QUEENS NY,lg,32-20 166TH ST,32-20 166TH ST,8101.010443^32-20 166TH ST^lg,92620,"32-20 166th St, QUEENS NY",32-20 166th St QUEENS NY,32-20,166TH ST,QUEENS,QUEENS,,,QUEENS,NY
8101.010444,32-23 166th St QUEENS NY,lg,32-23 166TH ST,32-23 166TH ST,8101.010444^32-23 166TH ST^lg,92621,"32-23 166th St, QUEENS NY",32-23 166th St QUEENS NY,32-23,166TH ST,QUEENS,QUEENS,,,QUEENS,NY
8101.010445,32-24 166th St QUEENS NY,lg,32-24 166TH ST,32-24 166TH ST,8101.010445^32-24 166TH ST^lg,92622,"32-24 166th St, QUEENS NY",32-24 166th St QUEENS NY,32-24,166TH ST,QUEENS,QUEENS,,,QUEENS,NY
8101.010446,32-27 166th St QUEENS NY,lg,32-27 166TH ST,32-27 166TH ST,8101.010446^32-27 166TH ST^lg,92623,"32-27 166th St, QUEENS NY",32-27 166th St QUEENS NY,32-27,166TH ST,QUEENS,QUEENS,,,QUEENS,NY
8101.010447,32-28 166th St QUEENS NY,lg,32-28 166TH ST,32-28 166TH ST,8101.010447^32-28 166TH ST^lg,92624,"32-28 166th St, QUEENS NY",32-28 166th St QUEENS NY,32-28,166TH ST,QUEENS,QUEENS,,,QUEENS,NY
8101.010448,32-31 166th St QUEENS NY,lg,32-31 166TH ST,32-31 166TH ST,8101.010448^32-31 166TH ST^lg,92625,"32-31 166th St, QUEENS NY",32-31 166th St QUEENS NY,32-31,166TH ST,QUEENS,QUEENS,,,QUEENS,NY
8101.010449,32-32 166th St QUEENS NY,lg,32-32 166TH ST,32-32 166TH ST,8101.010449^32-32 166TH ST^lg,92626,"32-32 166th St, QUEENS NY",32-32 166th St QUEENS NY,32-32,166TH ST,QUEENS,QUEENS,,,QUEENS,NY
8101.01045,32-29 166th St QUEENS NY,lg,32-29 166TH ST,32-29 166TH ST,8101.01045^32-29 166TH ST^lg,92627,"32-29 166th St, QUEENS NY",32-29 166th St QUEENS NY,32-29,166TH ST,QUEENS,QUEENS,,,QUEENS,NY
8101.010451,33-03 166th St QUEENS NY,lg,33-03 166TH ST,33-03 166TH ST,8101.010451^33-03 166TH ST^lg,92628,"33-03 166th St, QUEENS NY",33-03 166th St QUEENS NY,33-03,166TH ST,QUEENS,QUEENS,,,QUEENS,NY
8101.010452,33-04 166th St QUEENS NY,lg,33-04 166TH ST,33-04 166TH ST,8101.010452^33-04 166TH ST^lg,92629,"33-04 166th St, QUEENS NY",33-04 166th St QUEENS NY,33-04,166TH ST,QUEENS,QUEENS,,,QUEENS,NY
8101.010453,33-10 166th St QUEENS NY,lg,33-10 166TH ST,33-10 166TH ST,8101.010453^33-10 166TH ST^lg,92630,"33-10 166th St, QUEENS NY",33-10 166th St QUEENS NY,33-10,166TH ST,QUEENS,QUEENS,,,QUEENS,NY
8101.010454,33-11 166th St QUEENS NY,lg,33-11 166TH ST,33-11 166TH ST,8101.010454^33-11 166TH ST^lg,92631,"33-11 166th St, QUEENS NY",33-11 166th St QUEENS NY,33-11,166TH ST,QUEENS,QUEENS,,,QUEENS,NY
8101.010455,33-14 166th St QUEENS NY,lg,33-14 166TH ST,33-14 166TH ST,8101.010455^33-14 166TH ST^lg,92632,"33-14 166th St, QUEENS NY",33-14 166th St QUEENS NY,33-14,166TH ST,QUEENS,QUEENS,,,QUEENS,NY
8101.010456,33-15 166th St QUEENS NY,lg,33-15 166TH ST,33-15 166TH ST,8101.010456^33-15 166TH ST^lg,92633,"33-15 166th St, QUEENS NY",33-15 166th St QUEENS NY,33-15,166TH ST,QUEENS,QUEENS,,,QUEENS,NY
8101.010457,33-18 166th St QUEENS NY,lg,33-18 166TH ST,33-18 166TH ST,8101.010457^33-18 166TH ST^lg,92634,"33-18 166th St, QUEENS NY",33-18 166th St QUEENS NY,33-18,166TH ST,QUEENS,QUEENS,,,QUEENS,NY
8101.010458,33-19 166th St QUEENS NY,lg,33-19 166TH ST,33-19 166TH ST,8101.010458^33-19 166TH ST^lg,92635,"33-19 166th St, QUEENS NY",33-19 166th St QUEENS NY,33-19,166TH ST,QUEENS,QUEENS,,,QUEENS,NY
8101.010459,33-22 166th St QUEENS NY,lg,33-22 166TH ST,33-22 166TH ST,8101.010459^33-22 166TH ST^lg,92636,"33-22 166th St, QUEENS NY",33-22 166th St QUEENS NY,33-22,166TH ST,QUEENS,QUEENS,,,QUEENS,NY
8101.01046,33-25 166th St QUEENS NY,lg,33-25 166TH ST,33-25 166TH ST,8101.01046^33-25 166TH ST^lg,92637,"33-25 166th St, QUEENS NY",33-25 166th St QUEENS NY,33-25,166TH ST,QUEENS,QUEENS,,,QUEENS,NY
8101.010461,33-26 166th St QUEENS NY,lg,33-26 166TH ST,33-26 166TH ST,8101.010461^33-26 166TH ST^lg,92638,"33-26 166th St, QUEENS NY",33-26 166th St QUEENS NY,33-26,166TH ST,QUEENS,QUEENS,,,QUEENS,NY
8101.010462,33-29 166th St QUEENS NY,lg,33-29 166TH ST,33-29 166TH ST,8101.010462^33-29 166TH ST^lg,92639,"33-29 166th St, QUEENS NY",33-29 166th St QUEENS NY,33-29,166TH ST,QUEENS,QUEENS,,,QUEENS,NY
8101.010463,33-33 166th St QUEENS NY,lg,33-33 166TH ST,33-33 166TH ST,8101.010463^33-33 166TH ST^lg,92640,"33-33 166th St, QUEENS NY",33-33 166th St QUEENS NY,33-33,166TH ST,QUEENS,QUEENS,,,QUEENS,NY
8101.010464,33-34 166th St QUEENS NY,lg,33-34 166TH ST,33-34 166TH ST,8101.010464^33-34 166TH ST^lg,92641,"33-34 166th St, QUEENS NY",33-34 166th St QUEENS NY,33-34,166TH ST,QUEENS,QUEENS,,,QUEENS,NY
8101.010465,33-37 166th St QUEENS NY,lg,33-37 166TH ST,33-37 166TH ST,8101.010465^33-37 166TH ST^lg,92642,"33-37 166th St, QUEENS NY",33-37 166th St QUEENS NY,33-37,166TH ST,QUEENS,QUEENS,,,QUEENS,NY
8101.010466,33-38 166th St QUEENS NY,lg,33-38 166TH ST,33-38 166TH ST,8101.010466^33-38 166TH ST^lg,92643,"33-38 166th St, QUEENS NY",33-38 166th St QUEENS NY,33-38,166TH ST,QUEENS,QUEENS,,,QUEENS,NY
8101.010467,33-42 166th St QUEENS NY,lg,33-42 166TH ST,33-42 166TH ST,8101.010467^33-42 166TH ST^lg,92644,"33-42 166th St, QUEENS NY",33-42 166th St QUEENS NY,33-42,166TH ST,QUEENS,QUEENS,,,QUEENS,NY
8101.010468,33-43 166th St QUEENS NY,lg,33-43 166TH ST,33-43 166TH ST,8101.010468^33-43 166TH ST^lg,92645,"33-43 166th St, QUEENS NY",33-43 166th St QUEENS NY,33-43,166TH ST,QUEENS,QUEENS,,,QUEENS,NY
8101.010469,33-46 166th St QUEENS NY,lg,33-46 166TH ST,33-46 166TH ST,8101.010469^33-46 166TH ST^lg,92646,"33-46 166th St, QUEENS NY",33-46 166th St QUEENS NY,33-46,166TH ST,QUEENS,QUEENS,,,QUEENS,NY
8101.01047,33-47 166th St QUEENS NY,lg,33-47 166TH ST,33-47 166TH ST,8101.01047^33-47 166TH ST^lg,92647,"33-47 166th St, QUEENS NY",33-47 166th St QUEENS NY,33-47,166TH ST,QUEENS,QUEENS,,,QUEENS,NY
8101.010471,33-50 166th St QUEENS NY,lg,33-50 166TH ST,33-50 166TH ST,8101.010471^33-50 166TH ST^lg,92648,"33-50 166th St, QUEENS NY",33-50 166th St QUEENS NY,33-50,166TH ST,QUEENS,QUEENS,,,QUEENS,NY
8101.010472,33-51 166th St QUEENS NY,lg,33-51 166TH ST,33-51 166TH ST,8101.010472^33-51 166TH ST^lg,92649,"33-51 166th St, QUEENS NY",33-51 166th St QUEENS NY,33-51,166TH ST,QUEENS,QUEENS,,,QUEENS,NY
8101.010473,33-54 166th St QUEENS NY,lg,33-54 166TH ST,33-54 166TH ST,8101.010473^33-54 166TH ST^lg,92650,"33-54 166th St, QUEENS NY",33-54 166th St QUEENS NY,33-54,166TH ST,QUEENS,QUEENS,,,QUEENS,NY
8101.010474,33-55 166th St QUEENS NY,lg,33-55 166TH ST,33-55 166TH ST,8101.010474^33-55 166TH ST^lg,92651,"33-55 166th St, QUEENS NY",33-55 166th St QUEENS NY,33-55,166TH ST,QUEENS,QUEENS,,,QUEENS,NY
8101.010475,33-58 166th St QUEENS NY,lg,33-58 166TH ST,33-58 166TH ST,8101.010475^33-58 166TH ST^lg,92652,"33-58 166th St, QUEENS NY",33-58 166th St QUEENS NY,33-58,166TH ST,QUEENS,QUEENS,,,QUEENS,NY
8101.010476,33-59 166th St QUEENS NY,lg,33-59 166TH ST,33-59 166TH ST,8101.010476^33-59 166TH ST^lg,92653,"33-59 166th St, QUEENS NY",33-59 166th St QUEENS NY,33-59,166TH ST,QUEENS,QUEENS,,,QUEENS,NY
8101.010477,33-65 166th St QUEENS NY,lg,33-65 166TH ST,33-65 166TH ST,8101.010477^33-65 166TH ST^lg,92654,"33-65 166th St, QUEENS NY",33-65 166th St QUEENS NY,33-65,166TH ST,QUEENS,QUEENS,,,QUEENS,NY
8101.010478,33-66 166th St QUEENS NY,lg,33-66 166TH ST,33-66 166TH ST,8101.010478^33-66 166TH ST^lg,92655,"33-66 166th St, QUEENS NY",33-66 166th St QUEENS NY,33-66,166TH ST,QUEENS,QUEENS,,,QUEENS,NY
8101.010479,33-69 166th St QUEENS NY,lg,33-69 166TH ST,33-69 166TH ST,8101.010479^33-69 166TH ST^lg,92656,"33-69 166th St, QUEENS NY",33-69 166th St QUEENS NY,33-69,166TH ST,QUEENS,QUEENS,,,QUEENS,NY
8101.01048,33-70 166th St QUEENS NY,lg,33-70 166TH ST,33-70 166TH ST,8101.01048^33-70 166TH ST^lg,92657,"33-70 166th St, QUEENS NY",33-70 166th St QUEENS NY,33-70,166TH ST,QUEENS,QUEENS,,,QUEENS,NY
8101.010481,33-73 166th St QUEENS NY,lg,33-73 166TH ST,33-73 166TH ST,8101.010481^33-73 166TH ST^lg,92658,"33-73 166th St, QUEENS NY",33-73 166th St QUEENS NY,33-73,166TH ST,QUEENS,QUEENS,,,QUEENS,NY
